artist_name,song_name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Justin Bieber,Purpose,47,210160,0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,4
Justin Bieber,Been You,34,199226,0.74,0.781,7,-6.204,0,0.07,0.0223,0,0.321,0.861,113.021,4
Justin Bieber,Get Used To It,32,238133,0.687,0.705,9,-8.453,0,0.0522,0.0339,0,0.164,0.449,110.048,4
Justin Bieber,We Are,30,202960,0.586,0.774,10,-3.883,0,0.261,0.255,0,0.137,0.651,78.712,4
Justin Bieber,Trust,33,203613,0.512,0.494,7,-8.16,0,0.206,0.0948,0,0.124,0.492,76.002,3
Justin Bieber,All In It,30,231413,0.459,0.701,5,-7.496,0,0.0782,0.502,3.62e-05,0.238,0.509,97.648,4
Justin Bieber,What Do You Mean? - Acoustic,47,203800,0.773,0.358,8,-10.634,1,0.044,0.794,0,0.104,0.756,124.934,4
BIGBANG,LAST DANCE,3,279719,0.621,0.673,1,-3.194,0,0.0606,0.467,0,0.323,0.289,143.889,4
BIGBANG,GIRLFRIEND,2,229041,0.51,0.795,0,-2.295,0,0.194,0.17,0,0.302,0.459,169.709,4
BIGBANG,LET’S NOT FALL IN LOVE,1,211983,0.685,0.843,0,-4.258,1,0.0499,0.121,0,0.126,0.637,125.029,4
BIGBANG,LOSER,1,219428,0.648,0.681,0,-4.251,0,0.0937,0.404,0,0.329,0.488,89.947,4
BIGBANG,BAE BAE,0,169482,0.687,0.63,0,-4.914,1,0.0401,0.0084,0,0.208,0.402,140.011,4
BIGBANG,BANG BANG BANG,1,220238,0.694,0.832,5,-3.038,0,0.0598,0.0192,0,0.355,0.424,135.011,4
BIGBANG,SOBER,0,237583,0.649,0.827,5,-3.465,1,0.0838,0.00676,0,0.916,0.456,129.963,4
BIGBANG,IF YOU,0,264280,0.669,0.447,1,-6.271,1,0.0305,0.524,0,0.167,0.17,141.808,4
BIGBANG,ZUTTER (GD&T.O.P),0,194507,0.817,0.399,10,-5.482,0,0.076,0.11,0,0.122,0.3,90.015,4
BIGBANG,WE LIKE 2 PARTY,0,195578,0.692,0.912,1,-3.323,0,0.297,0.0142,0,0.348,0.682,89.963,4
BIGBANG,FXXK IT,4,231810,0.72,0.746,0,-3.143,0,0.107,0.152,0,0.276,0.587,90.026,4
Ed Sheeran,Shape of You,79,233712,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
G-DRAGON,삐딱하게 (Crooked),2,224792,0.665,0.919,2,-3.211,1,0.0921,0.00191,0,0.0588,0.783,129.961,4
G-DRAGON,Crayon,31,198923,0.701,0.912,9,-4.162,1,0.151,0.0147,0,0.706,0.28,132.051,4
G-DRAGON,One Of A Kind,25,207880,0.697,0.81,7,-6.537,1,0.25,0.129,0,0.0777,0.695,86.032,4
Daniel Padilla,"Can't Help Falling In Love - From ""Can't Help Falling In Love""",52,215013,0.396,0.274,6,-6.6,1,0.0294,0.694,0,0.129,0.148,71.795,4
Anthem Lights,It Ain't Me,29,137448,0.549,0.313,7,-7.803,1,0.0294,0.809,0,0.104,0.337,97.77,4
Kenneth,You Were My Everything,43,194000,0.619,0.864,6,-5.083,1,0.201,0.339,1.19e-05,0.122,0.799,179.855,4
Shawn Hook,Reminding Me,14,209924,0.562,0.569,9,-4.798,0,0.0459,0.0906,0,0.0846,0.261,132.797,4
Bruno Mars,That's What I Like - BLVK JVCK Remix,57,225671,0.755,0.736,1,-5.386,1,0.08,0.018,1.55e-06,0.2,0.875,134.044,4
Little Mix,No More Sad Songs - Acoustic Version,2,192620,0.419,0.398,7,-6.339,0,0.0609,0.619,0,0.088,0.628,199.227,4
Harry Styles,Sweet Creature,60,224866,0.427,0.262,7,-8.541,1,0.0276,0.746,0,0.068,0.228,104.085,4
Linkin Park,Heavy (feat. Kiiara) - Disero Remix,40,208800,0.532,0.627,6,-7.035,0,0.0693,0.0439,0,0.242,0.365,150.284,4
R. Kelly,I Believe I Can Fly,5,321093,0.525,0.439,7,-7.581,1,0.0306,0.248,0,0.152,0.0441,120.047,4
Michael Jackson,Don't Stop 'Til You Get Enough - Single Version,76,365466,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,4
Harry Styles,Sign of the Times,79,340706,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,4
Michael Jackson,Billie Jean,82,293826,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,4
Shayne Ward,All My Life,23,264906,0.682,0.496,0,-6.385,1,0.0289,0.17,0,0.16,0.363,124.012,4
XIA,How Can I Love You,0,260324,0.389,0.408,10,-9.681,1,0.0323,0.727,2.17e-05,0.192,0.135,71.813,4
Shayne Ward,I Cry,15,260160,0.606,0.562,6,-7.303,0,0.0297,0.282,0,0.104,0.285,123.938,4
Michael Jackson,Beat It - Single Version,77,258040,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,4
Shayne Ward,A Better Man,16,253586,0.518,0.505,7,-7.167,1,0.0268,0.676,0,0.206,0.16,131.979,4
FTISLAND,Severely,45,250644,0.557,0.812,4,-3.085,1,0.0286,0.0395,0,0.258,0.496,141.888,4
Shayne Ward,Someone To Love,22,248893,0.399,0.512,10,-6.638,1,0.0293,0.354,0,0.128,0.17,130.01,4
2NE1,Ugly,0,248710,0.653,0.852,8,-2.746,1,0.0782,0.196,0,0.212,0.518,127.966,4
Michael Jackson,Love Never Felt so Good,72,246026,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,4
Mad Clown,다시 너를,2,235795,0.574,0.793,5,-4.837,1,0.143,0.545,0,0.285,0.401,145.787,4
Backstreet Boys,Show Me the Meaning of Being Lonely,47,234893,0.626,0.557,6,-7.433,0,0.0251,0.24,0,0.0802,0.694,168.016,4
Flo Rida,Wild Ones (feat. Sia),57,233688,0.624,0.889,5,-3.772,0,0.0504,0.101,0,0.227,0.45,127.019,4
Miley Cyrus,Malibu,64,231905,0.565,0.782,8,-6.413,1,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,4
Shayne Ward,You're Not Alone,18,231466,0.641,0.425,0,-8.304,0,0.0279,0.284,0,0.0703,0.422,127.96,4
2NE1,COME BACK HOME,0,229627,0.585,0.84,0,-3.349,0,0.0957,0.155,0,0.638,0.149,149.855,4
Davichi,이 사랑,3,226574,0.403,0.447,9,-4.559,1,0.0347,0.701,0,0.0965,0.206,138.489,4
Duffy,Mercy,69,219920,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,4
K.Will,"태양의 후예 (Original Television Soundtrack), Pt. 6 - 말해! 뭐해?",1,216647,0.597,0.822,1,-2.676,0,0.0293,0.378,0,0.131,0.518,102.01,4
Shayne Ward,Back At One,24,216653,0.406,0.478,11,-7.61,1,0.035,0.184,0,0.0959,0.294,129.799,4
Backstreet Boys,As Long as You Love Me,40,214333,0.775,0.816,0,-5.534,1,0.0281,0.164,0,0.126,0.753,98.219,4
Backstreet Boys,I Want It That Way,15,213306,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,4
2NE1,Lonely,0,209986,0.585,0.568,4,-2.787,1,0.0271,0.23,0,0.138,0.391,94.874,4
Yoon Mirae,ALWAYS,4,205284,0.404,0.589,10,-3.852,1,0.0327,0.751,0,0.339,0.251,128.553,4
Michael Jackson,Black or White - Single Version,69,202853,0.741,0.894,4,-3.826,1,0.0495,0.0824,0.0527,0.089,0.96,114.869,4
Shayne Ward,What About Me,14,200826,0.602,0.335,4,-7.0,1,0.0274,0.636,0,0.144,0.244,127.948,4
G-DRAGON,That XX (그 XX),0,199629,0.763,0.47,4,-5.642,0,0.0433,0.533,0,0.133,0.801,119.885,4
Boyce Avenue,Despacito,0,194228,0.544,0.646,1,-6.339,1,0.127,0.606,0,0.0916,0.736,177.469,4
CHEN,Everytime,5,189454,0.423,0.705,10,-4.742,1,0.0384,0.457,0,0.196,0.466,179.904,4
Shayne Ward,Next To Me,12,185466,0.682,0.679,5,-5.555,1,0.034,0.0276,0,0.0781,0.726,103.029,4
Thuy Chi,Tinh Yeu Toi Hat,0,364878,0.473,0.456,0,-8.401,1,0.0284,0.793,0,0.176,0.384,138.125,4
Unknown,Unknown,0,342439,0.559,0.396,9,-7.168,1,0.0275,0.63,0.000402,0.112,0.186,113.989,4
Unknown,Unknown,0,326400,0.403,0.241,9,-11.078,1,0.0312,0.904,0.00041,0.0865,0.313,122.268,4
Unknown,Unknown,0,324336,0.262,0.349,11,-7.375,0,0.0315,0.901,0.000331,0.118,0.247,143.577,4
Mr.Siro,Lắng Nghe Nước Mắt,40,324048,0.479,0.348,7,-9.798,0,0.031,0.785,0,0.0896,0.312,159.851,4
Bằng Kiều,Trai Tim Ben Le - Original Mix,36,317387,0.525,0.431,4,-8.641,0,0.0312,0.586,0,0.24,0.252,133.87,4
Thuy Chi,Con Đường Hạnh Phúc,0,303177,0.448,0.348,7,-6.128,1,0.0275,0.79,5.71e-06,0.195,0.138,131.855,4
Anh Khang,Quê Hương Việt Nam,22,294713,0.607,0.902,7,-5.498,1,0.0833,0.149,0,0.391,0.475,88.005,4
Various Artists,Thu Cuoi - Mr.T ft. Yanbi ft. Hang BingBoong,0,291604,0.668,0.632,3,-9.772,1,0.189,0.669,0,0.149,0.711,159.991,4
Unknown,Unknown,0,289332,0.608,0.774,4,-5.048,0,0.0297,0.551,0,0.0935,0.449,117.03,4
JustaTee,Imma Heartbreaker - JustaTee ft Emily n LK,0,285936,0.637,0.705,1,-6.859,0,0.0413,0.485,0,0.0911,0.809,147.978,4
Unknown,Unknown,0,284839,0.456,0.36,11,-9.17,1,0.029,0.952,0.000169,0.143,0.436,143.865,4
Thuy Chi,Xe Dap,0,284160,0.307,0.398,5,-6.808,1,0.0295,0.879,0,0.255,0.377,167.524,4
Thuy Chi,Mưa,0,280502,0.498,0.587,1,-6.318,0,0.0317,0.694,2.3e-06,0.145,0.298,132.042,4
Bằng Kiều,Cơn Mơ Băng Giá,0,279875,0.602,0.449,7,-6.471,0,0.0318,0.561,0,0.221,0.185,119.771,4
Anh Khang,Ngày Mai Nắng Lên Anh Sẽ Về,13,272065,0.705,0.852,10,-5.75,1,0.0444,0.211,0,0.0919,0.918,121.008,4
Tuấn Hưng,Di Vang Cuoc Tinh,0,270480,0.447,0.445,11,-7.846,0,0.0293,0.429,0,0.102,0.272,161.867,3
Anh Khang,Anh Mơ,29,269453,0.593,0.329,5,-12.118,1,0.0275,0.858,0.000201,0.143,0.158,101.991,4
Mr.Siro,Buc Tranh Tu Nuoc Mat,0,259833,0.588,0.386,4,-7.15,0,0.029,0.677,0,0.194,0.467,80.007,4
Anh Khang,Ngày Xưa Em Đến,34,258142,0.683,0.386,5,-10.924,1,0.0288,0.694,1.52e-06,0.104,0.439,106.009,4
Linkin Park,One More Light,75,255066,0.593,0.2,8,-11.063,1,0.0311,0.904,0,0.0897,0.17,83.966,4
KYLE,iSpy (feat. Lil Yachty),77,253106,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,4
Anh Khang,Beo Dat May Troi,26,249146,0.5,0.188,9,-11.471,1,0.0318,0.951,0.000215,0.0462,0.364,108.953,3
David Archuleta,Invincible,20,237114,0.73,0.806,6,-6.146,0,0.0582,0.00205,0.00301,0.124,0.673,101.004,4
Linkin Park,Talking to Myself,67,231306,0.593,0.712,2,-6.325,0,0.0286,0.00184,0,0.128,0.473,124.013,4
Linkin Park,Nobody Can Save Me,64,225546,0.645,0.688,11,-4.749,1,0.0341,0.0107,0,0.186,0.433,139.957,4
Linkin Park,Halfway Right,62,217066,0.655,0.626,6,-7.155,0,0.045,0.0134,0,0.349,0.498,134.028,4
Unknown,Unknown,0,216058,0.68,0.895,0,-4.623,1,0.0359,0.0338,0,0.202,0.455,120.035,4
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),80,216408,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,4
Linkin Park,Battle Symphony,67,216281,0.653,0.839,10,-5.077,1,0.0685,0.0369,0,0.068,0.669,149.034,4
Linkin Park,Invisible,64,214346,0.47,0.74,11,-6.093,1,0.07,0.0455,0,0.091,0.562,84.841,4
Linkin Park,Good Goodbye (feat. Pusha T and Stormzy),66,211413,0.697,0.84,9,-4.602,0,0.054,0.106,0,0.748,0.452,128.034,4
Linkin Park,Sorry for Now,64,203653,0.608,0.584,1,-6.652,1,0.0352,0.00995,0,0.203,0.251,94.956,4
Imagine Dragons,Whatever It Takes,10,201600,0.673,0.671,1,-4.998,1,0.0302,0.0476,0,0.107,0.523,134.942,4
Birdy,Skinny Love,75,201080,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,4
Linkin Park,Sharp Edges,64,178200,0.652,0.714,0,-5.678,1,0.0562,0.145,0,0.154,0.624,112.029,4
Olivia O'Brien,hate u love u,76,175466,0.401,0.398,6,-8.993,0,0.183,0.71,0,0.0962,0.265,180.293,4
Linkin Park,Heavy (feat. Kiiara),72,169800,0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,4
Jung Yong Hwa,For First-time Lovers (Banmal-song),40,212297,0.767,0.522,7,-5.658,1,0.0282,0.458,0,0.103,0.659,107.983,4
BIGBANG,Bad Boy,0,236817,0.457,0.764,9,-4.859,0,0.244,0.0148,0,0.126,0.359,73.911,4
BoA,Only One,0,217085,0.641,0.645,0,-6.54,1,0.0366,0.136,0.000145,0.145,0.546,90.027,4
Justin Timberlake,SexyBack,75,242733,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117.0,4
Justin Timberlake,Cry Me a River,75,288333,0.624,0.653,8,-6.582,0,0.176,0.575,0,0.104,0.565,73.884,4
Only C,"Yeu La Tha Thu (From ""Em Chua 18"")",0,273116,0.479,0.463,1,-6.311,1,0.0324,0.608,0,0.0978,0.382,171.633,4
Bruno Mars,That's What I Like (feat. Gucci Mane) - Remix,60,234596,0.854,0.564,1,-4.964,1,0.0485,0.0171,0,0.0849,0.899,134.071,4
Drake,Controlla,69,245226,0.747,0.477,10,-11.062,0,0.276,0.0962,0,0.114,0.321,93.44,4
John Legend,Penthouse Floor,57,283786,0.671,0.742,10,-4.768,0,0.368,0.451,4.38e-06,0.101,0.767,89.835,4
Jonas Blue,Mama,79,184133,0.737,0.792,11,-4.117,0,0.0416,0.102,0,0.0532,0.543,104.012,4
Machine Gun Kelly,27,8,298520,0.502,0.661,6,-6.839,1,0.108,0.0909,3.99e-05,0.104,0.0608,169.639,4
Logan Paul,Help Me Help You (feat. Why Don't We),63,152822,0.811,0.641,1,-4.167,0,0.256,0.205,0,0.547,0.781,134.971,4
Boyce Avenue,In Case You Didn't Know,8,225165,0.633,0.299,11,-7.798,1,0.0353,0.832,0,0.108,0.341,147.548,4
Bruno Mars,24K Magic - R3hab Remix,61,158678,0.763,0.708,5,-5.692,0,0.209,0.146,0,0.33,0.566,106.175,4
Kurt Hugo Schneider,Can't Help Falling In Love,26,143282,0.373,0.0663,0,-20.382,1,0.0436,0.878,0.000187,0.0843,0.234,83.113,3
Liam Payne,Strip That Down,81,204502,0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.023,4
Alex Goot,Somebody Else,39,201000,0.583,0.487,1,-8.173,1,0.0313,0.647,0,0.0919,0.334,109.772,4
Thuy Chi,Khoảnh Khắc,17,295314,0.398,0.0629,0,-17.941,1,0.041,0.951,3.62e-06,0.125,0.198,121.538,4
Ed Sheeran,...Baby One More Time - Recorded at Spotify Studios NYC,69,177214,0.792,0.307,11,-6.224,0,0.0522,0.189,0,0.0834,0.631,104.511,4
Sia,Free Me,47,286069,0.269,0.455,3,-3.6,1,0.0285,0.849,4.24e-06,0.14,0.21,87.0,4
Imagine Dragons,Believer - Kaskade Remix,12,190893,0.506,0.647,10,-5.043,0,0.102,0.149,1.59e-06,0.118,0.165,126.025,4
Charlie Puth,Attention - Acoustic,59,206702,0.527,0.506,6,-4.35,1,0.0748,0.593,0,0.116,0.96,199.949,4
Martin Garrix,There for You,78,221904,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,4
Evynne Hollens,At the Beginning,42,225600,0.478,0.42,6,-12.016,1,0.0835,0.689,2.64e-06,0.098,0.172,181.9,4
Sungha Jung,Isn't She Lovely,40,190256,0.649,0.292,11,-16.677,0,0.0976,0.346,0.796,0.216,0.622,118.666,4
Sungha Jung,Don't Know Why,36,202618,0.538,0.0593,5,-22.167,1,0.0457,0.923,0.751,0.108,0.258,90.513,4
Sungha Jung,(They Long to Be) Close to You,37,228226,0.589,0.0823,4,-19.638,0,0.0801,0.707,0.8,0.0979,0.316,83.676,4
Sungha Jung,Sunny,31,227270,0.523,0.255,4,-16.804,1,0.0441,0.665,0.809,0.0951,0.416,109.842,4
Sungha Jung,Tears in Heaven,38,260483,0.499,0.13,4,-20.062,1,0.0526,0.922,0.884,0.106,0.187,131.369,4
Sungha Jung,Englishman in New York,32,233958,0.611,0.218,11,-17.72,0,0.0627,0.564,0.908,0.11,0.381,97.28,4
Sungha Jung,Fly Me to the Moon,37,220034,0.497,0.108,9,-19.61,0,0.042,0.913,0.662,0.147,0.233,64.432,5
Sungha Jung,Lullaby of Birdland,35,169400,0.664,0.0981,7,-18.54,1,0.056,0.843,0.00488,0.117,0.559,127.192,4
Sungha Jung,Autumn Leaves,32,207987,0.586,0.152,0,-17.506,1,0.0482,0.797,0.23,0.0819,0.541,90.058,4
Sungha Jung,Antonio's Song,30,280214,0.836,0.123,2,-19.205,0,0.0584,0.981,0.898,0.0775,0.546,113.98,4
Sungha Jung,River Flows In You,44,214466,0.356,0.23,6,-16.957,0,0.0519,0.923,0.801,0.112,0.11,129.532,4
Ed Sheeran,Shape of You - Stormzy Remix,66,231260,0.609,0.674,1,-3.007,0,0.202,0.595,0,0.203,0.789,127.656,3
Ed Sheeran,Castle on the Hill- Recorded at Spotify Studios NYC,64,225790,0.556,0.355,2,-6.416,1,0.0398,0.581,0,0.118,0.644,147.58,4
Avril Lavigne,Complicated,70,244506,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,4
Avril Lavigne,Here's to Never Growing Up,67,214320,0.487,0.876,0,-3.152,1,0.0946,0.011,0,0.401,0.725,164.997,4
Avril Lavigne,Rock N Roll,60,206880,0.457,0.954,0,-3.333,0,0.127,0.00841,6.99e-05,0.29,0.69,184.075,4
G-DRAGON,INTRO. 권지용 (Middle Fingers-Up),0,222721,0.742,0.896,0,-3.219,1,0.132,0.142,0,0.139,0.696,140.014,4
G-DRAGON,개소리 (BULLSHIT),1,182079,0.756,0.821,0,-5.494,1,0.089,0.0534,0,0.354,0.574,96.007,4
G-DRAGON,SUPER STAR,0,225943,0.744,0.718,7,-4.529,1,0.049,0.0294,2.01e-06,0.045,0.364,129.961,4
G-DRAGON,"무제(無題) (Untitled, 2014)",3,222867,0.575,0.461,4,-5.153,1,0.0317,0.785,1.75e-05,0.13,0.266,79.971,4
G-DRAGON,OUTRO. 신곡(神曲) (Divina Commedia),0,224399,0.69,0.597,8,-4.342,0,0.136,0.656,0,0.63,0.243,131.804,4
Maroon 5,Beautiful Goodbye,55,255266,0.652,0.583,3,-2.779,1,0.0356,0.00238,1.51e-06,0.0987,0.388,167.984,4
Taylor Swift,Welcome To New York,16,212600,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-06,0.302,0.658,116.992,4
Taylor Swift,Blank Space,18,231826,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,4
Taylor Swift,Style,14,231000,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4
Taylor Swift,Out Of The Woods,10,235800,0.553,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,4
Taylor Swift,All You Had To Do Was Stay,14,193293,0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02e-05,0.101,0.539,96.97,4
Taylor Swift,Shake It Off,14,219200,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,4
Taylor Swift,I Wish You Would,8,207440,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,4
Taylor Swift,Bad Blood,22,211933,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,4
Taylor Swift,Wildest Dreams,13,220440,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,4
Taylor Swift,How You Get The Girl,9,247533,0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,4
Taylor Swift,This Love,9,250093,0.481,0.435,4,-8.795,1,0.0321,0.678,0,0.0928,0.107,143.95,4
Taylor Swift,I Know Places,8,195706,0.602,0.755,0,-4.991,1,0.071,0.245,0,0.178,0.495,159.965,4
Taylor Swift,Clean,10,271000,0.815,0.377,4,-7.754,1,0.0346,0.232,0,0.1,0.211,103.97,4
Taylor Swift,Wonderland,11,245560,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,4
Taylor Swift,You Are In Love,10,267106,0.474,0.48,2,-8.894,1,0.0622,0.707,0.000108,0.0903,0.319,170.109,4
Taylor Swift,New Romantics,13,230466,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,4
Taylor Swift,I Know Places - Voice Memo,0,216333,0.592,0.128,9,-17.932,0,0.589,0.829,0,0.527,0.15,78.828,4
Taylor Swift,I Wish You Would - Voice Memo,0,107133,0.781,0.357,0,-16.394,1,0.912,0.717,0,0.185,0.645,118.317,4
Taylor Swift,Blank Space - Voice Memo,0,131186,0.675,0.234,5,-15.064,0,0.721,0.801,0,0.657,0.578,127.296,4
Taylor Swift,State Of Grace,9,295720,0.587,0.823,4,-5.867,1,0.0325,0.000189,0.000948,0.0899,0.386,129.962,4
Taylor Swift,Red,17,223093,0.609,0.89,1,-4.258,0,0.0443,0.076,8.61e-05,0.0921,0.603,124.971,4
Taylor Swift,Treacherous,9,242760,0.705,0.611,2,-8.124,1,0.0342,0.0953,2.68e-06,0.141,0.378,109.998,4
Taylor Swift,I Knew You Were Trouble,27,219720,0.499,0.467,6,-6.744,1,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76,4
Taylor Swift,All Too Well,14,329160,0.606,0.603,0,-7.79,1,0.0241,0.0316,0.000413,0.13,0.334,93.02,4
Taylor Swift,22,23,232120,0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,104.003,4
Taylor Swift,I Almost Do,10,244560,0.565,0.485,4,-7.292,1,0.027,0.0202,5.06e-05,0.183,0.233,145.844,4
Taylor Swift,We Are Never Ever Getting Back Together,24,193146,0.624,0.685,7,-5.902,1,0.12,0.0105,2.22e-05,0.126,0.781,86.059,4
Taylor Swift,Stay Stay Stay,9,205853,0.729,0.747,0,-6.659,1,0.0243,0.312,2.56e-06,0.0881,0.927,100.021,4
Taylor Swift,The Last Time,11,299013,0.515,0.445,2,-7.075,1,0.0275,0.0368,2.17e-06,0.101,0.115,94.084,4
Taylor Swift,Holy Ground,8,202960,0.625,0.814,9,-6.691,1,0.0791,0.0157,0.00228,0.0972,0.641,157.054,4
Taylor Swift,Sad Beautiful Tragic,8,284866,0.628,0.343,7,-12.432,1,0.029,0.611,0.0251,0.0805,0.247,129.973,3
Taylor Swift,The Lucky One,8,240266,0.709,0.502,4,-7.606,1,0.0375,0.0356,0,0.132,0.518,117.943,4
Taylor Swift,Everything Has Changed,23,245413,0.631,0.475,6,-6.66,1,0.0283,0.349,2.57e-06,0.336,0.426,80.029,4
Taylor Swift,Starlight,9,220600,0.649,0.791,9,-5.785,1,0.0405,0.0199,0.000606,0.204,0.58,126.008,4
Taylor Swift,Begin Again,13,239426,0.478,0.536,7,-8.284,1,0.0273,0.211,6.84e-06,0.137,0.33,78.962,4
Taylor Swift,The Moment I Knew,8,286613,0.623,0.506,7,-7.325,1,0.0314,0.161,6.52e-06,0.101,0.287,125.89,4
Taylor Swift,Come Back... Be Here,8,223920,0.487,0.555,4,-6.336,1,0.0257,0.00459,5.41e-06,0.105,0.218,79.956,4
Taylor Swift,Girl At Home,7,220840,0.732,0.581,5,-5.82,1,0.0283,0.328,0,0.137,0.645,125.046,4
Taylor Swift,Treacherous - Original Demo Recording,6,240266,0.828,0.632,2,-8.25,1,0.035,0.197,0.000162,0.13,0.512,109.985,4
Taylor Swift,Red - Original Demo Recording,6,227080,0.677,0.899,1,-4.613,0,0.0356,0.115,0.000126,0.0698,0.625,125.008,4
Taylor Swift,State Of Grace - Acoustic Version,7,323080,0.631,0.117,2,-15.904,1,0.0303,0.644,0.000375,0.125,0.0708,104.724,4
Taylor Swift,Bad Blood,12,200106,0.654,0.655,11,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16,4
Taylor Swift,Mine,6,230546,0.696,0.768,7,-3.863,1,0.0308,0.00461,1.21e-06,0.101,0.692,121.05,4
Taylor Swift,Sparks Fly,7,260946,0.608,0.785,5,-2.976,1,0.0311,0.0387,0,0.158,0.376,114.985,4
Taylor Swift,Back To December,17,293040,0.517,0.606,2,-5.797,1,0.0289,0.0202,0,0.324,0.296,141.929,4
Taylor Swift,Speak Now,6,240773,0.708,0.601,7,-3.75,1,0.0306,0.101,0,0.0979,0.742,118.962,4
Taylor Swift,Dear John,5,403933,0.583,0.468,4,-5.378,1,0.0278,0.183,1.65e-06,0.111,0.126,119.375,3
Taylor Swift,Mean,12,237746,0.57,0.747,4,-3.978,1,0.0426,0.445,0,0.219,0.808,164.004,4
Taylor Swift,The Story Of Us,5,265680,0.575,0.855,9,-4.827,1,0.0467,0.000315,0.00161,0.0419,0.84,139.92,4
Taylor Swift,Never Grow Up,4,290480,0.715,0.308,2,-8.829,1,0.0305,0.829,0,0.16,0.547,124.899,4
Taylor Swift,Enchanted,11,352200,0.535,0.618,8,-3.913,1,0.0273,0.0716,0.000388,0.169,0.228,81.975,4
Taylor Swift,Better Than Revenge,3,217173,0.519,0.917,11,-3.185,0,0.0887,0.0167,2.06e-05,0.359,0.652,145.882,4
Taylor Swift,Innocent,2,302266,0.553,0.604,1,-5.295,0,0.0258,0.202,0,0.125,0.186,133.989,4
Taylor Swift,Haunted,3,242093,0.434,0.944,5,-2.641,1,0.0581,0.0769,0,0.151,0.361,162.02,4
Taylor Swift,Last Kiss,5,367146,0.359,0.329,10,-9.531,1,0.0293,0.581,3.75e-05,0.0979,0.208,84.358,3
Taylor Swift,Long Live,4,317960,0.412,0.682,7,-4.319,1,0.0339,0.0426,7.47e-05,0.106,0.146,203.959,4
Unknown,Unknown,0,292989,0.501,0.292,0,-8.758,1,0.0325,0.872,5.66e-05,0.107,0.273,135.822,4
Unknown,Unknown,0,345835,0.576,0.383,6,-6.61,0,0.028,0.686,1.18e-06,0.105,0.348,113.993,3
Camila Cabello,Crying in the Club,76,216391,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,4
David Guetta,2U,69,194906,0.542,0.654,8,-5.862,0,0.0537,0.23,0,0.241,0.563,144.971,4
Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",21,149706,0.454,0.117,2,-15.121,0,0.0354,0.906,0,0.0888,0.428,97.692,4
Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",71,280000,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,1
